40,40;
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,07,ff,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
